dataResourceUid,dataResourceName,images,dcterms:modified,dcterms:language,dcterms:license,rightsHolder,dcterms:accessRights,dcterms:bibliographicCitation,references,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,behavior,establishmentMeans,occurrenceStatus,preparations,disposition,associatedMedia,associatedReferences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,associatedOccurrences,previousIdentifications,organismRemarks,materialSampleID,eventID,parentEventID,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,fieldNotes,eventRemarks,locationID,higherGeographyID,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,verbatimLocality,minimumElevationInMeters,maximumElevationInMeters,verbatimElevation,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision,verbatimCoordinates,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,identificationQualifier,typeStatus,identifiedBy,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,raw_scientificName,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,measurementDeterminedDate,recordedByID,identifiedByID,videos,species,subfamily,eventType,measurementRemarks,measurementValue,relationshipRemarks,superfamily,relationshipOfResource,measurementMethod,identifier,provenance,sounds,recordID,rights,source,measurementID,measurementType,measurementUnit,measurementDeterminedBy,measurementAccuracy,degreeOfEstablishment,relatedResourceID,images,dcterms:type
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,6870777,6870777,,Jenny Nelson,1,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,2015-01-15T00:00:00Z,,15,15,2015,1,15,,,Camera - Surveillance/Remote,,,,,,716449,,,,,,Australia,AU,Victoria,,,"Fitz2_camera1 Fitzpatrick Rd, 4.8km NE of Powelltown",,,,,,,,,,,,-37.8411,145.79864,EPSG:4326,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,c90851c8-6e68-4dde-9809-8e3484a698cc,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,c83ee307-f721-5958-a610-b38b730fbe7a,,,Victorian Biodiversity Atlas flora records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,4381940,4381940,,Museum Code 906,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,1971-03-31T00:00:00Z,,90,90,1971,3,31,,,Incidental,,,,,,539912,,,,,,Australia,AU,Victoria,,,Keppel falls,,,,,,,,,,,,-37.58182,145.91797,EPSG:4326,9000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,69bcf4a3-3a08-4f4c-bf38-966eb7a0035b,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,8584237,8584237,,Jenny Nelson,1,,,,,,,,PRESENT,,,,,,,,,,ac45bd92-59cb-42b8-b3b6-61db42b5a376,,,,,,,2017-01-16T00:00:00Z,,16,16,2017,1,16,,,Camera - Surveillance/Remote,,,,,,939998,,,,,,Australia,AU,Victoria,,,"S1-3-F_camera1 Mississippi Fireline, Warburton",,,,,,,,,,,,-37.79606,145.81181,EPSG:4326,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,fa97c73f-c5d5-491d-9c67-acf259c12b23,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,8206903,8206903,,Jenny Nelson,1,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,2016-01-21T00:00:00Z,,21,21,2016,1,21,,,Camera - Surveillance/Remote,,,,,,827348,,,,,,Australia,AU,Victoria,,,"BCB4_camera1 Big Creek Basin Rd, 8.9km NE of Powelltown",,,,,,,,,,,,-37.85738,145.85345,EPSG:4326,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,a88014be-83af-450e-a2da-37c50c0bbbb7,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,6165886,6165886,,Dan Harley,,,,,,,,,PRESENT,,,,,,,,,,b9991982-61bf-403a-870f-da30640b5a83|9de0a8e0-04cd-4ce9-bb9d-6dfe6b431506,,,,,,,2013-04-27T00:00:00Z,,117,117,2013,4,27,,,Nest box,,,,,,646747,,,,,,Australia,AU,Victoria,,,"BFTG5 Mt Bullfight, Mount Bullfight Nature Conservation Reserve",,,,,,,,,,,,-37.4462,145.92831,EPSG:4326,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,30ec907d-397b-4533-b86e-0de0ce85d517,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2023-02-03,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,12068705,12068705,,Kelly McDonald,1,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,2022-08-23T00:00:00Z,,235,235,2022,8,23,,,Camera - Surveillance/Remote,,,,,,1781094,,,,,,Australia,AU,Victoria,,,"461-507-0001 NE of Creek Rd, 700m E of Ballantynes Spur, Tanjil SF",,,,,,,,,,,,-37.84269,146.1207,EPSG:4326,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,59a8905b-cbca-4b43-aa7e-399397f6a1bc,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2023-06-18,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,12579845,12579845,,Vic Forests,1,,,,,,,,PRESENT,,,,,,,,,,019cc5b4-4865-464c-881a-5d919db33db0,,,,,,,2021-06-02T00:00:00Z,,153,153,2021,6,2,,,Spotlighting,,,,,,2136602,,,,,,Australia,AU,Victoria,,,Murrindindi Road NARBETHONG Murrindindi Road NARBETHONG,,,,,,,,,,,,-37.46766,145.56829,EPSG:4326,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,23807ba5-9027-4575-8c79-6c0d7ac539c3,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,10142462,10142462,,Emma-Kate Campbell,1,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,2019-12-09T00:00:00Z,,343,343,2019,12,9,,,Playback,,,,,,1214708,,,,,,Australia,AU,Victoria,,,"Sharp Point Radford Road, Noojee",,,,,,,,,,,,-37.77915,145.94545,EPSG:4326,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,7877838e-6c94-4a1d-9f8a-ade4d9744123,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,5592763,5592763,,Fauna Survey Group F.N.C.V.,2,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,2006-01-14T00:00:00Z,,14,14,2006,1,14,,,Stag watching,,,,,,598645,,,,,,Australia,AU,Victoria,,,ROMANS CREEK RD: 300M FROM DOWEY SPUR RD,,640.0,640.0,,,,,,,,,-37.8552,145.85715,EPSG:4326,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,e6bc1788-2eb3-4451-a62e-175f13a32189,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,9071919,9071919,,Louise Durkin,1,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,2019-02-11T00:00:00Z,,42,42,2019,2,11,,,Camera - Surveillance/Remote,,,,,,1086212,,,,,,Australia,AU,Victoria,,,292C Tanjil SF_Approx Tk,,,,,,,,,,,,-37.89871,146.18493,EPSG:4326,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,cdafd6a2-7b46-4a03-ac1c-cb39b8448545,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,8207047,8207047,,Jenny Nelson,1,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,2016-03-03T00:00:00Z,,63,63,2016,3,3,,,Camera - Surveillance/Remote,,,,,,827436,,,,,,Australia,AU,Victoria,,,"NM12_camera3 Nine Mile Rd, 11km N of Tanjil Bren",,,,,,,,,,,,-37.72614,146.15864,EPSG:4326,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,104782f7-5cde-4280-9e20-3a4d7a2c7247,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,11205858,11205858,,Emma-Kate Campbell,1,,,,,,,,PRESENT,,,,,,,,,,0c38bb3e-3758-4df2-bbd5-cf917f4d15bb,,,,,,,2021-04-23T00:00:00Z,,113,113,2021,4,23,,,Camera - Surveillance/Remote,,,,,,1526516,,,,,,Australia,AU,Victoria,,,"481-503-0007 Rojoes Rd, South Cascade Creek",,,,,,,,,,,,-37.84867,146.34448,EPSG:4326,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,b37e6cd4-d72a-4473-85b0-e947948cbcf6,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,c83ee307-f721-5958-a610-b38b730fbe7a,,,Victorian Biodiversity Atlas flora records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,4327499,4327499,,Not Supplied,1,,,,,,,,PRESENT,,,,,,,,,,cb99a129-9c46-4280-a43d-106f61724846,,,,,,,1971-09-13T00:00:00Z,,256,256,1971,9,13,,,General observations,,,,,,524985,,,,,,Australia,AU,Victoria,,,On the summit,,1500.0,1500.0,,,,,,,,,-37.87348,146.34297,EPSG:4326,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,17e45a3d-8817-4669-bf04-d42a22b5d648,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,6942136,6942136,,Jenny Nelson,1,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,2015-09-11T00:00:00Z,,254,254,2015,9,11,,,Camera - Surveillance/Remote,,,,,,766549,,,,,,Australia,AU,Victoria,,,"BCk3_camera1 Big Creek Rd, 5.7km NE of Powelltown",,,,,,,,,,,,-37.8363,145.80725,EPSG:4326,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,2959a9b6-78c1-488f-891e-1821898891ee,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,8584052,8584052,,Jenny Nelson,1,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,2016-10-26T00:00:00Z,,300,300,2016,10,26,,,Camera - Surveillance/Remote,,,,,,939870,,,,,,Australia,AU,Victoria,,,"S1-91-F_camera2 Charity Spur Tk, Baw Baw",,,,,,,,,,,,-37.85606,146.2141,EPSG:4326,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,b1e883db-a42a-40cc-b9eb-dbc0779cb068,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,c83ee307-f721-5958-a610-b38b730fbe7a,,,Victorian Biodiversity Atlas flora records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,4327515,4327515,,Staff Others (non departmental),,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,1976-06-01T00:00:00Z,,153,153,1976,6,1,,,General observations,,,,,,524089,,,,,,Australia,AU,Victoria,,,5' BLOCK CONTAINING STARLING GAP,,440.0,440.0,,,,,,,,,-37.79015,145.79297,EPSG:4326,4500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,cff9de44-edf5-49e7-891a-20935ea93a87,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,8584155,8584155,,Jenny Nelson,1,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,2016-11-10T00:00:00Z,,315,315,2016,11,10,,,Camera - Surveillance/Remote,,,,,,939933,,,,,,Australia,AU,Victoria,,,"S1-55-S_camera2 Muddy Creek Rd, Powelltown",,,,,,,,,,,,-37.77523,145.89235,EPSG:4326,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,9d18071e-0b1a-45d1-9133-f3d539130a1b,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,10283105,10283105,,Sabrina Trocini,2,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,2020-02-24T00:00:00Z,,55,55,2020,2,24,,,Camera - Surveillance/Remote,,,,,,1299425,,,,,,Australia,AU,Victoria,,,"317-504-0005 Oaks Track, Cambarville",,,,,,,,,,,,-37.60176,146.08139,EPSG:4326,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,6432bff6-a5bd-41cd-8582-1b9b52848ed1,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2023-06-18,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,12544237,12544237,,Vic Forests,1,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,2022-02-08T00:00:00Z,,39,39,2022,2,8,,,Camera - Surveillance/Remote,,,,,,2118091,,,,,,Australia,AU,Victoria,,,"Portas Road,THREE BRIDGES Portas Road,THREE BRIDGES",,,,,,,,,,,,-37.82948,145.71292,EPSG:4326,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,aadc2cce-0542-4435-90e4-783b097093ef,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,3968979,3968979,,Ken Norris,3,,,,,,,,PRESENT,,,,,,,,,,40cf6227-d280-4b0b-88e8-8bdb115f99df,,,,,,,1972-07-11T00:00:00Z,,193,193,1972,7,11,,,Incidental,,,,,,503580,,,,,,Australia,AU,Victoria,,,Woods Point,,3000.0,3000.0,,,,,,,,,-37.53054,145.93229,EPSG:4326,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,f05f9a56-9794-4e7b-9d3a-4967b2c6898e,,,,,,,,,,,Event
dr1097,Victorian Biodiversity Atlas,,2022-10-24,,CC-BY 4.0 (Int),,,,,,,84b924b3-e115-58d9-b707-2920143051f7,,,Victorian Biodiversity Atlas fauna records (unrestricted) for sites with high spatial accuracy,,HUMAN_OBSERVATION,,,,10695893,10695893,,Elouise Haskin,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,2020-08-11T00:00:00Z,,224,224,2020,8,11,,,Camera - Surveillance/Remote,,,,,,1336603,,,,,,Australia,AU,Victoria,,,461-504-0002 Regnans Road,,,,,,,,,,,,-37.82605,146.14139,EPSG:4326,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biodiversity.org.au/afd/taxa/d051536b-5b94-4317-a2b0-344a2ef25616,Gymnobelideus leadbeateri,Gymnobelideus leadbeateri,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,,,,species,,"McCoy, 1867",Leadbeater's Possum,,,,,,,,,Gymnobelideus leadbeateri,,,,,,,,,,,,0d42cbbe-e20b-4281-ba12-d4820b45c5ef,,,,,,,,,,,Event
